"","Sample","Pond","Date","Month","Year","Julianday","Time","TDS_mg.L","Cond_uS.cm","TOC_mg.L","DOC_mg.L","HCO3_mg.L","CO3_mg.L","FreeCO2_mg.L","POC_mg.L","NO3NO2_mg.L","NH3_tot_mg.L","NH3_union_mg.L","TN_mg.L","DN_mg.L","PN_mg.L","OH_mg.L","F_diss_mg.L","Alk_tot_mg.L","Alk_p_mg.L","pH","Hard_tot_mg.L","Hard_nonCO3_mg.L","Na_diss_mg.L","Na_perc","Mg_diss_mg.L","SiO2_mg.L","P_diss_ortho_mg.L","P_tot_mg.L","P_diss_mg.L","P_part_mg.L","SO4_diss_mg.L","Cl_diss_mg.L","K_diss_mg.L","Ca_diss_mg.L","PCPN","PCPP","PNPP","Chla_mg.L"
"87","930940","86",1993-07-22,"July",1993,203,"15:05",182,346,20.22,17.6,190.2,0,30.94,2.62,0.001,0.024,0,1.15,0.71,0.441,0,0.07,156,0,6.99,145.2,0,1.31,1.7,15.2,10.52,0.417,0.838,0.517,0.321,6.6,2,19,33.1,6.9,21,3,53.4
"88","930992","86",1993-08-04,"August",1993,216,"16:00",223,426,18.68,18,220.6,0,25.99,0.683,0.001,0.041,0,0.96,0.84,0.118,0,0.07,181,0,7.13,178,0,14.2,13.1,18.8,11.44,0.446,0.704,0.589,0.115,4.5,3.4,21.8,40.3,6.8,15.3,2.3,9.56
"89","931290","86",1993-08-18,"August",1993,230,"17:38",222,NA,24.88,17.1,218.2,0,6.43,7.78,0.001,NA,NA,1.92,0.7,1.22,0,0.08,179,0,7.73,161.9,NA,4.48,4.9,15.5,12.39,0.319,1.2,0.386,0.814,4.9,3.4,22.1,39.3,7.4,24.6,3.3,268
"90","931365","86",1993-08-27,"August",1993,239,"13:23",NA,478,19.03,15.1,238.9,0,35.44,3.93,0.001,NA,NA,1.19,0.459,0.732,0,0.1,196,0,7.03,186.2,NA,1.84,1.8,17.2,14,0.228,0.557,0.306,0.251,5.2,4.88,22.8,46.2,6.3,40.4,6.4,83.5
"91","931479","86",1993-09-15,"September",1993,258,"12:06",NA,NA,17.24,13.1,217,0,35.3,4.14,0.001,0.008,0,1.22,0.375,0.845,0,0.07,178,0,6.99,168.5,NA,1.98,2.2,14.6,11.9,0.07,0.424,0.196,0.228,4.9,4.27,19.5,43.4,5.7,46.8,8.2,215.5
"92","931707","86",1993-10-14,"October",1993,287,"15:30",286,521,17.91,13.8,316.9,0,36.48,4.11,0.001,0.274,0,1.22,0.55,0.669,0,0.1,260,0,7.14,244,NA,2.07,1.6,20.5,13.6,0.068,0.342,0.107,0.235,6.5,3.55,19.9,63.9,7.2,45.1,6.3,108.5
"93","930239","87",1993-04-29,"April",1993,113,"13:00",NA,252,18.83,18.5,139,0,17.54,0.334,0.001,0.024,0,0.36,0.321,0.04,0,0.05,114,0,7.1,98.4,0,1.68,2.9,9.16,5.81,0.338,0.443,0.422,0.021,5,4.7,20.4,24.3,9.7,41,4.2,NA
"94","930328","87",1993-05-13,"May",1993,133,"16:00",181,333,42.8,25.4,167,0,21.08,17.4,0.001,0.053,0,2.64,0.81,1.83,0,0.07,137,0,7.1,139.2,2.2,0.72,0.9,13,13.97,0.725,1.017,0.797,0.22,5.7,5.8,25.4,34.3,11.1,204,18.4,31.02
"95","930405","87",1993-05-27,"May",1993,147,"12:35",224,435,59.8,34.1,206,0,56.94,25.7,0.001,0.178,0,5.05,1.94,3.11,0,0.08,169,0,6.76,152.1,0,4.16,4.5,13.9,13.84,1.422,2.11,1.627,0.483,12.5,8.5,31.8,38,9.6,137.2,14.2,45.05
"96","930240","90",1993-04-29,"April",1993,113,"13:15",5242,NA,42.7,42.2,362,0,15.09,0.504,0.001,0.063,0,0.34,0.259,0.083,0,0.06,297,0,7.58,2911.5,2614.5,522,27.1,615,2.94,0.001,0.053,0.044,0.009,3520,140,112,152,7.1,144.4,20.4,NA
"97","930326","90",1993-05-13,"May",1993,133,"15:30",9348,9297,78.2,76,594.9,0,35.89,2.2,0.001,0.239,0,2.09,1.82,0.273,0,0.08,488,0,7.42,5409.9,4921.9,851,24.7,1180,6.89,0.02,0.203,0.127,0.076,6410,208,178,221,9.4,74.6,7.9,4.26
"98","930404","90",1993-05-27,"May",1993,147,"11:40",NA,NA,71.45,70.6,811.9,0,31.57,0.848,0.001,0.625,0,2.23,2.08,0.15,0,0.04,666,0,7.61,6662.5,5996.5,1170,26.8,1460,7.25,0.043,0.171,0.133,0.038,8082,286,242,261,6.6,57.5,8.7,5.68
"99","930507","90",1993-06-10,"June",1993,161,"14:46",NA,14645,116.2,114,969.6,33.96,3.79,2.2,0.011,0.222,0.01,2.39,2.05,0.344,0,0.001,852,28.3,8.62,8888.3,8036.3,1640,27.7,1980,2.57,0.01,0.257,0.127,0.13,10935,382,334,295,7.5,43.6,5.9,98.4
"100","930716","90",1993-06-23,"June",1993,174,"11:45",18535,NA,102.71,100,842.3,0,36.77,2.71,0.001,0.362,0,3.45,2.98,0.467,0,NA,691,0,7.56,10258.1,9567.1,1730,26.1,2320,1.06,0.026,0.194,0.097,0.097,13100,354,332,283,6.8,72,10.6,21.1
"101","930765","90",1993-07-08,"July",1993,189,"16:15",3859,NA,34.89,30.9,307.2,0,16.13,3.99,0.001,0.061,0,1.69,1.13,0.558,0,0.05,252,0,7.48,2233.5,1981.5,383,26.3,477,10.45,0.006,0.116,0.043,0.073,2569,83.1,78.1,108,8.3,141,16.9,12
"102","930939","90",1993-07-21,"July",1993,202,"14:40",5229,5911,45.97,44.4,460.8,0,35.02,1.57,0.001,0.049,0,1.53,1.29,0.235,0,0.06,378,0,7.32,2902.1,2524.1,525,27.3,620,3.71,0.002,0.079,0.039,0.04,3468,132,113,140,7.8,101.2,13,14.26
"103","930991","90",1993-08-04,"August",1993,216,"15:30",NA,8369,56.76,56.2,707,0,21.81,0.556,0.001,0.126,0,1.95,1.85,0.099,0,0.06,580,0,7.71,4558,3978,807,26.9,984,0.49,0.004,0.067,0.043,0.024,5405,188,167,203,6.5,59.7,9.1,7.26
"104","931289","90",1993-08-14,"August",1993,230,"17:08",7621,7789,55.73,54.4,635.1,0,55.43,1.33,0.001,NA,NA,1.67,1.5,0.174,0,0.06,521,0,7.26,4173.5,3652.5,778,27.8,910,1.11,0.001,0.075,0.047,0.028,5085,183,179,171,8.9,122.5,13.7,4.89
"105","931364","90",1993-08-27,"August",1993,239,"12:53",8892,17785,68.31,65.2,760.7,0,26.35,3.11,0.001,NA,NA,1.06,0.51,0.551,0,0.07,624,0,7.66,4809.8,4185.8,922,28.4,1050,1.75,0.041,0.155,0.099,0.056,5932,222,193,195,6.6,143.2,21.8,66.7
"106","931480","90",1993-09-15,"September",1993,258,"12:07",4664,8898,49.59,48.6,370.6,0,24.52,0.991,0.001,0.039,0,0.99,0.394,0.197,0,0.03,304,0,7.38,2543.8,2239.8,462,27.2,556,3.35,0.001,0.101,0.058,0.043,3070,171,117,102,5.9,59.4,10.1,19.11
"107","931708","90",1993-10-14,"October",1993,287,"16:00",NA,NA,74,72.4,1053.2,0,62.09,1.6,0.001,0.085,0,2.9,1.3,0.296,0,0.05,864,0,7.43,5978.5,5114.5,1110,27.8,1400,4.32,0.001,0.181,0.053,0.128,7225,257,229,63.9,6.3,32.2,5.1,5.9
"108","930230","4857",1993-04-29,"April",1993,119,"10:00",253,461,14.61,14.3,204.8,0,9.36,0.306,0.001,0.016,0,0.39,0.346,0.041,0,0.09,168,0,7.54,199.2,31.2,8.22,7.4,26.8,4.26,0.056,0.108,0.099,0.009,49.2,7.7,20.5,35.6,8.7,87.7,10.1,NA
"109","930318","4857",1993-05-13,"May",1993,133,"12:45",321,NA,16.69,16.5,248.7,0,6.37,0.188,0.001,0.025,0,0.69,0.66,0.032,0,0.1,204,0,7.79,242.8,38.8,8.81,6.6,33.5,2.82,0.134,0.195,0.185,0.01,78.3,8.7,23.9,42,6.9,48.5,7.1,2.66
"110","930411","4857",1993-05-27,"May",1993,147,"11:35",349,NA,17.07,16.8,293.8,0,8.45,0.27,0.001,0.027,0,0.86,0.8,0.055,0,0.11,241,0,7.74,273.8,32.8,9.7,6.4,37.7,1.78,0.142,0.189,0.183,0.006,72.8,9.1,25.8,47.5,5.7,116,20.3,2.02
"111","930502","4857",1993-06-09,"June",1993,160,"11:55",NA,653,19.18,18.8,NA,NA,NA,0.384,0.001,0.03,NA,0.92,0.86,0.063,NA,0.19,279,0,7.52,NA,NA,10.9,NA,41.8,1.86,0.181,0.27,0.248,0.022,61.6,10.3,29,50.9,7.1,45,6.3,6.32
"112","930715","4857",1993-06-23,"June",1993,174,"11:15",394,676,19.14,18.8,349.9,0,6.04,0.338,0.001,0.032,0,0.93,0.88,0.047,0,0.13,287,0,7.96,315.2,28.2,11.9,6.8,45.2,1.69,0.213,0.276,0.267,0.009,70.2,10.4,30.5,51.7,8.4,96.8,11.5,3.94
"113","930760","4857",1993-07-08,"July",1993,189,"13:50",NA,673,18.24,17.8,316.9,0,3.28,0.438,0.001,0.035,0,0.87,0.8,0.065,0,0.11,260,0,8.18,315.3,55.3,12.2,7.1,45.1,1.57,0.194,0.266,0.248,0.018,101,10.2,26.5,51.9,7.9,62.8,8,2.37
"114","930944","4857",1993-07-22,"July",1993,203,"17:15",451,NA,20.42,20.1,348.6,0,5.12,0.322,0.001,0.025,0,0.85,0.81,0.037,0,0.1,286,0,8.03,350.7,64.7,14.2,7.4,50.8,0.99,0.172,0.238,0.229,0.009,118,9.9,29,56.7,10.1,92.3,9.1,1.61
"115","930984","4857",1993-08-04,"August",1993,216,"12:25",493,773,21.12,21,373,0,3.43,0.119,0.001,0.04,0,0.96,0.94,0.021,0,0.12,306,0,8.23,366.2,60.2,15.3,7.6,53.7,1.2,0.155,0.217,0.208,0.009,139,11.3,31.1,58.1,6.6,34.1,5.2,1.73
"116","931282","4857",1993-08-18,"August",1993,230,"12:28",497,787,22.9,22.5,380.3,0,6.88,0.401,0.001,NA,NA,1.04,0.98,0.056,0,0.14,312,0,7.94,368.1,56.1,16.6,8.1,54.9,3.28,0.187,0.247,0.231,0.016,134,11.8,32.6,56.9,8.4,64.6,7.7,1.42
"117","931372","4857",1993-08-27,"August",1993,239,"17:42",NA,836,23.24,23,390.1,0,7.93,0.24,0.001,NA,NA,0.5,0.465,0.036,0,0.1,320,0,7.89,384.8,64.8,17.5,8.1,58.1,6.98,0.171,0.238,0.229,0.009,116,13.9,35.3,58.3,7.8,68.8,8.8,4.39
"118","931481","4857",1993-09-15,"September",1993,258,"12:08",NA,843,22,21.6,381.5,0,7.94,0.4,0.001,0.048,0,0.51,0.445,0.063,0,0.1,313,0,7.88,383.3,70.3,17.7,8.3,57.8,6.74,0.139,0.217,0.194,0.023,128,13.6,34.3,58.2,7.4,44.8,6.1,4.19
